id,ts,team,avg_acs
1256,2025-10-07 23:55:15.243936+05:00,G2 Esports,213.31
1257,2025-10-07 23:55:15.244236+05:00,Paper Rex,309.04
1258,2025-10-07 23:55:15.244521+05:00,KRÜ Esports,242.43
1259,2025-10-07 23:55:15.244804+05:00,FNATIC,235.20
1260,2025-10-07 23:55:15.245146+05:00,DRX,238.86
1261,2025-10-07 23:55:15.245444+05:00,Team Heretics,215.59
1262,2025-10-07 23:55:15.245729+05:00,Team Vitality,244.40
1263,2025-10-07 23:55:15.246011+05:00,Sentinels,262.10
1264,2025-10-07 23:55:15.246307+05:00,Bilibili Gaming,235.99
1265,2025-10-07 23:55:25.248484+05:00,TALON,224.20
1266,2025-10-07 23:55:25.250602+05:00,LEVIATÁN,234.48
1267,2025-10-07 23:55:25.251022+05:00,Gen.G,258.13
1268,2025-10-07 23:55:25.251514+05:00,FUT Esports,312.07
1269,2025-10-07 23:55:25.251973+05:00,EDward Gaming,260.20
1270,2025-10-07 23:55:25.252256+05:00,FunPlus Phoenix,103.16
1271,2025-10-07 23:55:25.252548+05:00,Trace Esports,256.43
1272,2025-10-07 23:55:25.252833+05:00,G2 Esports,222.97
1273,2025-10-07 23:55:25.253124+05:00,Paper Rex,318.37
1274,2025-10-07 23:55:25.253413+05:00,KRÜ Esports,235.96
1275,2025-10-07 23:55:25.253711+05:00,FNATIC,238.86
1276,2025-10-07 23:55:25.254021+05:00,DRX,229.97
1277,2025-10-07 23:55:25.254300+05:00,Team Heretics,206.98
1278,2025-10-07 23:55:25.254587+05:00,Team Vitality,238.29
1279,2025-10-07 23:55:25.254884+05:00,Sentinels,268.54
1280,2025-10-07 23:55:25.255186+05:00,Bilibili Gaming,245.51
1281,2025-10-07 23:55:35.266586+05:00,TALON,223.95
1282,2025-10-07 23:55:35.267562+05:00,LEVIATÁN,243.18
1283,2025-10-07 23:55:35.267975+05:00,Gen.G,253.02
1284,2025-10-07 23:55:35.268382+05:00,FUT Esports,318.99
1285,2025-10-07 23:55:35.268683+05:00,EDward Gaming,263.39
1286,2025-10-07 23:55:35.268973+05:00,FunPlus Phoenix,103.03
1287,2025-10-07 23:55:35.269262+05:00,Trace Esports,264.57
1288,2025-10-07 23:55:35.269563+05:00,G2 Esports,220.02
1289,2025-10-07 23:55:35.269897+05:00,Paper Rex,317.93
1290,2025-10-07 23:55:35.270189+05:00,KRÜ Esports,240.17
1291,2025-10-07 23:55:35.270475+05:00,FNATIC,240.96
1292,2025-10-07 23:55:35.270792+05:00,DRX,233.02
1293,2025-10-07 23:55:35.271120+05:00,Team Heretics,202.06
1294,2025-10-07 23:55:35.271414+05:00,Team Vitality,236.98
1295,2025-10-07 23:55:35.271701+05:00,Sentinels,266.73
1296,2025-10-07 23:55:35.272035+05:00,Bilibili Gaming,245.23
1297,2025-10-07 23:55:45.286446+05:00,TALON,223.18
1298,2025-10-07 23:55:45.288754+05:00,LEVIATÁN,235.49
1299,2025-10-07 23:55:45.289165+05:00,Gen.G,249.52
1300,2025-10-07 23:55:45.289518+05:00,FUT Esports,315.91
1301,2025-10-07 23:55:45.289896+05:00,EDward Gaming,269.55
1302,2025-10-07 23:55:45.290199+05:00,FunPlus Phoenix,110.62
1303,2025-10-07 23:55:45.290489+05:00,Trace Esports,260.39
1304,2025-10-07 23:55:45.290774+05:00,G2 Esports,224.80
1305,2025-10-07 23:55:45.291102+05:00,Paper Rex,321.24
1306,2025-10-07 23:55:45.291403+05:00,KRÜ Esports,249.88
1307,2025-10-07 23:55:45.291693+05:00,FNATIC,233.19
1308,2025-10-07 23:55:45.291981+05:00,DRX,234.72
1309,2025-10-07 23:55:45.292285+05:00,Team Heretics,200.00
1310,2025-10-07 23:55:45.292584+05:00,Team Vitality,229.21
1311,2025-10-07 23:55:45.292876+05:00,Sentinels,264.09
1312,2025-10-07 23:55:45.293159+05:00,Bilibili Gaming,242.67
1313,2025-10-08 12:58:32.445269+05:00,TALON,260.97
1314,2025-10-08 12:58:32.462556+05:00,LEVIATÁN,239.57
1315,2025-10-08 12:58:32.463277+05:00,Gen.G,220.34
1316,2025-10-08 12:58:32.463809+05:00,FUT Esports,231.04
1317,2025-10-08 12:58:32.464541+05:00,EDward Gaming,182.68
1318,2025-10-08 12:58:32.465060+05:00,FunPlus Phoenix,208.88
1319,2025-10-08 12:58:32.465728+05:00,Trace Esports,200.37
1320,2025-10-08 12:58:32.466407+05:00,G2 Esports,206.69
1321,2025-10-08 12:58:32.467160+05:00,Paper Rex,195.76
1322,2025-10-08 12:58:32.467905+05:00,KRÜ Esports,224.57
1323,2025-10-08 12:58:32.468507+05:00,FNATIC,243.67
1324,2025-10-08 12:58:32.469101+05:00,DRX,177.74
1325,2025-10-08 12:58:32.469696+05:00,Team Heretics,206.18
1326,2025-10-08 12:58:32.470315+05:00,Team Vitality,181.99
1327,2025-10-08 12:58:32.470964+05:00,Sentinels,197.20
1328,2025-10-08 12:58:32.471603+05:00,Bilibili Gaming,236.35
1329,2025-10-08 12:58:42.487339+05:00,TALON,257.34
1330,2025-10-08 12:58:42.488157+05:00,LEVIATÁN,238.85
1331,2025-10-08 12:58:42.488824+05:00,Gen.G,223.37
1332,2025-10-08 12:58:42.489448+05:00,FUT Esports,224.74
1333,2025-10-08 12:58:42.490042+05:00,EDward Gaming,174.00
1334,2025-10-08 12:58:42.490532+05:00,FunPlus Phoenix,214.71
1335,2025-10-08 12:58:42.490973+05:00,Trace Esports,196.63
1336,2025-10-08 12:58:42.491433+05:00,G2 Esports,215.70
1337,2025-10-08 12:58:42.491895+05:00,Paper Rex,199.21
1338,2025-10-08 12:58:42.492350+05:00,KRÜ Esports,220.15
1339,2025-10-08 12:58:42.492829+05:00,FNATIC,249.74
1340,2025-10-08 12:58:42.493291+05:00,DRX,179.39
1341,2025-10-08 12:58:42.493730+05:00,Team Heretics,205.66
1342,2025-10-08 12:58:42.494186+05:00,Team Vitality,172.02
1343,2025-10-08 12:58:42.494650+05:00,Sentinels,206.97
1344,2025-10-08 12:58:42.495106+05:00,Bilibili Gaming,245.28
1345,2025-10-08 12:58:52.498764+05:00,TALON,259.56
1346,2025-10-08 12:58:52.499532+05:00,LEVIATÁN,246.16
1347,2025-10-08 12:58:52.500164+05:00,Gen.G,230.94
1348,2025-10-08 12:58:52.500786+05:00,FUT Esports,226.23
1349,2025-10-08 12:58:52.501338+05:00,EDward Gaming,172.26
1350,2025-10-08 12:58:52.502039+05:00,FunPlus Phoenix,216.72
1351,2025-10-08 12:58:52.502630+05:00,Trace Esports,188.87
1352,2025-10-08 12:58:52.503193+05:00,G2 Esports,206.31
1353,2025-10-08 12:58:52.503772+05:00,Paper Rex,203.76
1354,2025-10-08 12:58:52.504370+05:00,KRÜ Esports,211.90
1355,2025-10-08 12:58:52.505002+05:00,FNATIC,243.83
1356,2025-10-08 12:58:52.505548+05:00,DRX,177.67
1357,2025-10-08 12:58:52.506116+05:00,Team Heretics,209.18
1358,2025-10-08 12:58:52.506682+05:00,Team Vitality,176.52
1359,2025-10-08 12:58:52.508243+05:00,Sentinels,207.03
1360,2025-10-08 12:58:52.508772+05:00,Bilibili Gaming,240.57
1361,2025-10-08 12:59:02.514819+05:00,TALON,254.60
1362,2025-10-08 12:59:02.517113+05:00,LEVIATÁN,249.54
1363,2025-10-08 12:59:02.517775+05:00,Gen.G,225.44
1364,2025-10-08 12:59:02.518267+05:00,FUT Esports,230.72
1365,2025-10-08 12:59:02.518844+05:00,EDward Gaming,163.53
1366,2025-10-08 12:59:02.519316+05:00,FunPlus Phoenix,218.24
1367,2025-10-08 12:59:02.519799+05:00,Trace Esports,188.31
1368,2025-10-08 12:59:02.520564+05:00,G2 Esports,207.77
1369,2025-10-08 12:59:02.521196+05:00,Paper Rex,194.82
1370,2025-10-08 12:59:02.521783+05:00,KRÜ Esports,206.49
1371,2025-10-08 12:59:02.522337+05:00,FNATIC,253.13
1372,2025-10-08 12:59:02.522901+05:00,DRX,181.33
1373,2025-10-08 12:59:02.523404+05:00,Team Heretics,207.16
1374,2025-10-08 12:59:02.523872+05:00,Team Vitality,167.27
1375,2025-10-08 12:59:02.524317+05:00,Sentinels,205.10
1376,2025-10-08 12:59:02.524762+05:00,Bilibili Gaming,231.02
1377,2025-10-08 12:59:12.530789+05:00,TALON,248.04
1378,2025-10-08 12:59:12.534374+05:00,LEVIATÁN,251.51
1379,2025-10-08 12:59:12.535084+05:00,Gen.G,226.36
1380,2025-10-08 12:59:12.535625+05:00,FUT Esports,235.03
1381,2025-10-08 12:59:12.536113+05:00,EDward Gaming,160.76
1382,2025-10-08 12:59:12.536602+05:00,FunPlus Phoenix,209.54
1383,2025-10-08 12:59:12.537092+05:00,Trace Esports,186.96
1384,2025-10-08 12:59:12.537545+05:00,G2 Esports,204.91
1385,2025-10-08 12:59:12.538034+05:00,Paper Rex,203.09
1386,2025-10-08 12:59:12.538512+05:00,KRÜ Esports,198.66
1387,2025-10-08 12:59:12.538975+05:00,FNATIC,251.74
1388,2025-10-08 12:59:12.539474+05:00,DRX,172.72
1389,2025-10-08 12:59:12.539953+05:00,Team Heretics,216.68
1390,2025-10-08 12:59:12.540416+05:00,Team Vitality,170.71
1391,2025-10-08 12:59:12.540889+05:00,Sentinels,201.58
1392,2025-10-08 12:59:12.541345+05:00,Bilibili Gaming,240.80
1393,2025-10-08 12:59:22.557634+05:00,TALON,241.95
1394,2025-10-08 12:59:22.560306+05:00,LEVIATÁN,253.92
1395,2025-10-08 12:59:22.560976+05:00,Gen.G,231.48
1396,2025-10-08 12:59:22.561459+05:00,FUT Esports,240.56
1397,2025-10-08 12:59:22.561899+05:00,EDward Gaming,162.71
1398,2025-10-08 12:59:22.562375+05:00,FunPlus Phoenix,215.65
1399,2025-10-08 12:59:22.562848+05:00,Trace Esports,188.93
1400,2025-10-08 12:59:22.563306+05:00,G2 Esports,200.37
1401,2025-10-08 12:59:22.563796+05:00,Paper Rex,205.55
1402,2025-10-08 12:59:22.564265+05:00,KRÜ Esports,189.98
1403,2025-10-08 12:59:22.564709+05:00,FNATIC,255.36
1404,2025-10-08 12:59:22.565198+05:00,DRX,167.27
1405,2025-10-08 12:59:22.565664+05:00,Team Heretics,215.32
1406,2025-10-08 12:59:22.566108+05:00,Team Vitality,174.40
1407,2025-10-08 12:59:22.566574+05:00,Sentinels,191.68
1408,2025-10-08 12:59:22.567040+05:00,Bilibili Gaming,243.96
1409,2025-10-08 12:59:32.578344+05:00,TALON,239.26
1410,2025-10-08 12:59:32.581203+05:00,LEVIATÁN,259.03
1411,2025-10-08 12:59:32.581828+05:00,Gen.G,223.93
1412,2025-10-08 12:59:32.582386+05:00,FUT Esports,241.44
1413,2025-10-08 12:59:32.582862+05:00,EDward Gaming,153.69
1414,2025-10-08 12:59:32.583305+05:00,FunPlus Phoenix,215.74
1415,2025-10-08 12:59:32.583764+05:00,Trace Esports,179.43
1416,2025-10-08 12:59:32.584234+05:00,G2 Esports,200.93
1417,2025-10-08 12:59:32.584677+05:00,Paper Rex,210.12
1418,2025-10-08 12:59:32.585137+05:00,KRÜ Esports,195.85
1419,2025-10-08 12:59:32.585606+05:00,FNATIC,257.69
1420,2025-10-08 12:59:32.586067+05:00,DRX,165.99
1421,2025-10-08 12:59:32.586527+05:00,Team Heretics,220.39
1422,2025-10-08 12:59:32.586991+05:00,Team Vitality,172.61
1423,2025-10-08 12:59:32.587434+05:00,Sentinels,187.62
1424,2025-10-08 12:59:32.588002+05:00,Bilibili Gaming,234.47
1425,2025-10-08 12:59:42.595247+05:00,TALON,234.87
1426,2025-10-08 12:59:42.597880+05:00,LEVIATÁN,266.16
1427,2025-10-08 12:59:42.598711+05:00,Gen.G,222.81
1428,2025-10-08 12:59:42.599543+05:00,FUT Esports,246.76
1429,2025-10-08 12:59:42.600181+05:00,EDward Gaming,156.27
1430,2025-10-08 12:59:42.600802+05:00,FunPlus Phoenix,206.42
1431,2025-10-08 12:59:42.601450+05:00,Trace Esports,170.51
1432,2025-10-08 12:59:42.602028+05:00,G2 Esports,203.25
1433,2025-10-08 12:59:42.602677+05:00,Paper Rex,204.21
1434,2025-10-08 12:59:42.603227+05:00,KRÜ Esports,204.47
1435,2025-10-08 12:59:42.603826+05:00,FNATIC,262.28
1436,2025-10-08 12:59:42.604407+05:00,DRX,173.44
1437,2025-10-08 12:59:42.604951+05:00,Team Heretics,212.54
1438,2025-10-08 12:59:42.605565+05:00,Team Vitality,173.14
1439,2025-10-08 12:59:42.608283+05:00,Sentinels,193.79
1440,2025-10-08 12:59:42.608877+05:00,Bilibili Gaming,233.56
1441,2025-10-08 12:59:52.621293+05:00,TALON,237.57
1442,2025-10-08 12:59:52.623437+05:00,LEVIATÁN,266.93
1443,2025-10-08 12:59:52.623915+05:00,Gen.G,226.37
1444,2025-10-08 12:59:52.624369+05:00,FUT Esports,249.51
1445,2025-10-08 12:59:52.624828+05:00,EDward Gaming,162.88
1446,2025-10-08 12:59:52.625284+05:00,FunPlus Phoenix,199.79
1447,2025-10-08 12:59:52.625748+05:00,Trace Esports,167.69
1448,2025-10-08 12:59:52.626276+05:00,G2 Esports,194.44
1449,2025-10-08 12:59:52.626754+05:00,Paper Rex,204.83
1450,2025-10-08 12:59:52.627197+05:00,KRÜ Esports,206.22
1451,2025-10-08 12:59:52.627808+05:00,FNATIC,261.06
1452,2025-10-08 12:59:52.628314+05:00,DRX,178.88
1453,2025-10-08 12:59:52.628770+05:00,Team Heretics,209.22
1454,2025-10-08 12:59:52.629237+05:00,Team Vitality,169.51
1455,2025-10-08 12:59:52.629689+05:00,Sentinels,199.54
1456,2025-10-08 12:59:52.630159+05:00,Bilibili Gaming,238.77
1457,2025-10-08 13:00:02.639007+05:00,TALON,238.47
1458,2025-10-08 13:00:02.640031+05:00,LEVIATÁN,268.16
1459,2025-10-08 13:00:02.640586+05:00,Gen.G,223.40
1460,2025-10-08 13:00:02.641064+05:00,FUT Esports,252.91
1461,2025-10-08 13:00:02.641741+05:00,EDward Gaming,157.43
1462,2025-10-08 13:00:02.642321+05:00,FunPlus Phoenix,193.38
1463,2025-10-08 13:00:02.642849+05:00,Trace Esports,158.78
1464,2025-10-08 13:00:02.643342+05:00,G2 Esports,193.55
1465,2025-10-08 13:00:02.643811+05:00,Paper Rex,203.95
1466,2025-10-08 13:00:02.644452+05:00,KRÜ Esports,203.01
1467,2025-10-08 13:00:02.645066+05:00,FNATIC,263.63
1468,2025-10-08 13:00:02.645574+05:00,DRX,170.77
1469,2025-10-08 13:00:02.646034+05:00,Team Heretics,213.71
1470,2025-10-08 13:00:02.646541+05:00,Team Vitality,166.92
1471,2025-10-08 13:00:02.647044+05:00,Sentinels,191.35
1472,2025-10-08 13:00:02.647565+05:00,Bilibili Gaming,246.78
1473,2025-10-08 13:00:12.649609+05:00,TALON,241.37
1474,2025-10-08 13:00:12.650659+05:00,LEVIATÁN,260.74
1475,2025-10-08 13:00:12.651240+05:00,Gen.G,225.67
1476,2025-10-08 13:00:12.651759+05:00,FUT Esports,257.16
1477,2025-10-08 13:00:12.652223+05:00,EDward Gaming,159.98
1478,2025-10-08 13:00:12.652700+05:00,FunPlus Phoenix,187.39
1479,2025-10-08 13:00:12.653157+05:00,Trace Esports,157.67
1480,2025-10-08 13:00:12.653669+05:00,G2 Esports,190.53
1481,2025-10-08 13:00:12.654151+05:00,Paper Rex,206.61
1482,2025-10-08 13:00:12.655131+05:00,KRÜ Esports,205.26
1483,2025-10-08 13:00:12.655702+05:00,FNATIC,260.23
1484,2025-10-08 13:00:12.656248+05:00,DRX,168.85
1485,2025-10-08 13:00:12.656765+05:00,Team Heretics,205.98
1486,2025-10-08 13:00:12.657356+05:00,Team Vitality,165.15
1487,2025-10-08 13:00:12.657837+05:00,Sentinels,200.95
1488,2025-10-08 13:00:12.658291+05:00,Bilibili Gaming,247.61
1489,2025-10-08 13:00:22.661333+05:00,TALON,236.05
1490,2025-10-08 13:00:22.663729+05:00,LEVIATÁN,256.20
1491,2025-10-08 13:00:22.664319+05:00,Gen.G,230.38
1492,2025-10-08 13:00:22.664766+05:00,FUT Esports,260.02
1493,2025-10-08 13:00:22.665203+05:00,EDward Gaming,161.10
1494,2025-10-08 13:00:22.665674+05:00,FunPlus Phoenix,180.86
1495,2025-10-08 13:00:22.666157+05:00,Trace Esports,148.23
1496,2025-10-08 13:00:22.666601+05:00,G2 Esports,198.90
1497,2025-10-08 13:00:22.667136+05:00,Paper Rex,214.74
1498,2025-10-08 13:00:22.667643+05:00,KRÜ Esports,206.43
1499,2025-10-08 13:00:22.668243+05:00,FNATIC,265.18
1500,2025-10-08 13:00:22.668955+05:00,DRX,168.81
1501,2025-10-08 13:00:22.669557+05:00,Team Heretics,202.11
1502,2025-10-08 13:00:22.670213+05:00,Team Vitality,159.93
1503,2025-10-08 13:00:22.670979+05:00,Sentinels,206.37
1504,2025-10-08 13:00:22.671989+05:00,Bilibili Gaming,241.41
1505,2025-10-08 13:00:32.682122+05:00,TALON,236.69
1506,2025-10-08 13:00:32.685396+05:00,LEVIATÁN,257.03
1507,2025-10-08 13:00:32.686946+05:00,Gen.G,233.14
1508,2025-10-08 13:00:32.687400+05:00,FUT Esports,253.96
1509,2025-10-08 13:00:32.687871+05:00,EDward Gaming,157.08
1510,2025-10-08 13:00:32.688352+05:00,FunPlus Phoenix,190.10
1511,2025-10-08 13:00:32.688830+05:00,Trace Esports,146.93
1512,2025-10-08 13:00:32.689286+05:00,G2 Esports,191.84
1513,2025-10-08 13:00:32.689725+05:00,Paper Rex,212.87
1514,2025-10-08 13:00:32.690184+05:00,KRÜ Esports,202.15
1515,2025-10-08 13:00:32.690638+05:00,FNATIC,261.41
1516,2025-10-08 13:00:32.691087+05:00,DRX,176.80
1517,2025-10-08 13:00:32.691551+05:00,Team Heretics,194.40
1518,2025-10-08 13:00:32.692005+05:00,Team Vitality,151.38
1519,2025-10-08 13:00:32.692447+05:00,Sentinels,203.84
1520,2025-10-08 13:00:32.692931+05:00,Bilibili Gaming,237.01
1521,2025-10-08 13:00:42.703636+05:00,TALON,230.24
1522,2025-10-08 13:00:42.705837+05:00,LEVIATÁN,264.27
1523,2025-10-08 13:00:42.706140+05:00,Gen.G,231.18
1524,2025-10-08 13:00:42.706447+05:00,FUT Esports,254.28
1525,2025-10-08 13:00:42.706731+05:00,EDward Gaming,147.41
1526,2025-10-08 13:00:42.707014+05:00,FunPlus Phoenix,184.92
1527,2025-10-08 13:00:42.707332+05:00,Trace Esports,144.37
1528,2025-10-08 13:00:42.707637+05:00,G2 Esports,188.59
1529,2025-10-08 13:00:42.707924+05:00,Paper Rex,203.20
1530,2025-10-08 13:00:42.708205+05:00,KRÜ Esports,202.51
1531,2025-10-08 13:00:42.708498+05:00,FNATIC,265.69
1532,2025-10-08 13:00:42.708803+05:00,DRX,175.97
1533,2025-10-08 13:00:42.709088+05:00,Team Heretics,191.58
1534,2025-10-08 13:00:42.709368+05:00,Team Vitality,159.78
1535,2025-10-08 13:00:42.709659+05:00,Sentinels,201.84
1536,2025-10-08 13:00:42.709956+05:00,Bilibili Gaming,241.37
1537,2025-10-08 13:00:52.720246+05:00,TALON,238.92
1538,2025-10-08 13:00:52.720968+05:00,LEVIATÁN,259.06
1539,2025-10-08 13:00:52.721330+05:00,Gen.G,229.20
1540,2025-10-08 13:00:52.721625+05:00,FUT Esports,258.77
1541,2025-10-08 13:00:52.721913+05:00,EDward Gaming,148.65
1542,2025-10-08 13:00:52.722237+05:00,FunPlus Phoenix,181.20
1543,2025-10-08 13:00:52.722522+05:00,Trace Esports,147.99
1544,2025-10-08 13:00:52.722801+05:00,G2 Esports,194.42
1545,2025-10-08 13:00:52.723082+05:00,Paper Rex,205.12
1546,2025-10-08 13:00:52.723398+05:00,KRÜ Esports,209.28
1547,2025-10-08 13:00:52.724213+05:00,FNATIC,263.37
1548,2025-10-08 13:00:52.724600+05:00,DRX,171.66
1549,2025-10-08 13:00:52.724887+05:00,Team Heretics,188.70
1550,2025-10-08 13:00:52.725171+05:00,Team Vitality,152.32
1551,2025-10-08 13:00:52.725475+05:00,Sentinels,200.22
1552,2025-10-08 13:00:52.725766+05:00,Bilibili Gaming,251.16
1553,2025-10-08 13:01:02.740372+05:00,TALON,236.75
1554,2025-10-08 13:01:02.742100+05:00,LEVIATÁN,255.91
1555,2025-10-08 13:01:02.742432+05:00,Gen.G,224.85
1556,2025-10-08 13:01:02.742728+05:00,FUT Esports,259.43
1557,2025-10-08 13:01:02.742982+05:00,EDward Gaming,139.47
1558,2025-10-08 13:01:02.743208+05:00,FunPlus Phoenix,187.09
1559,2025-10-08 13:01:02.743458+05:00,Trace Esports,151.69
1560,2025-10-08 13:01:02.743704+05:00,G2 Esports,201.81
1561,2025-10-08 13:01:02.743970+05:00,Paper Rex,195.79
1562,2025-10-08 13:01:02.744195+05:00,KRÜ Esports,205.31
1563,2025-10-08 13:01:02.744425+05:00,FNATIC,255.94
1564,2025-10-08 13:01:02.744677+05:00,DRX,178.69
1565,2025-10-08 13:01:02.744914+05:00,Team Heretics,185.62
1566,2025-10-08 13:01:02.745147+05:00,Team Vitality,153.69
1567,2025-10-08 13:01:02.745359+05:00,Sentinels,196.43
1568,2025-10-08 13:01:02.745586+05:00,Bilibili Gaming,254.60
1569,2025-10-08 13:01:12.747699+05:00,TALON,237.30
1570,2025-10-08 13:01:12.750016+05:00,LEVIATÁN,254.35
1571,2025-10-08 13:01:12.750607+05:00,Gen.G,221.21
1572,2025-10-08 13:01:12.751027+05:00,FUT Esports,262.33
1573,2025-10-08 13:01:12.751349+05:00,EDward Gaming,139.15
1574,2025-10-08 13:01:12.751650+05:00,FunPlus Phoenix,178.50
1575,2025-10-08 13:01:12.751956+05:00,Trace Esports,151.80
1576,2025-10-08 13:01:12.752260+05:00,G2 Esports,203.69
1577,2025-10-08 13:01:12.752564+05:00,Paper Rex,194.05
1578,2025-10-08 13:01:12.752853+05:00,KRÜ Esports,207.00
1579,2025-10-08 13:01:12.753138+05:00,FNATIC,253.93
1580,2025-10-08 13:01:12.753437+05:00,DRX,182.42
1581,2025-10-08 13:01:12.753738+05:00,Team Heretics,182.27
1582,2025-10-08 13:01:12.754028+05:00,Team Vitality,159.66
1583,2025-10-08 13:01:12.754313+05:00,Sentinels,203.65
1584,2025-10-08 13:01:12.754616+05:00,Bilibili Gaming,247.41
1585,2025-10-08 13:01:22.768625+05:00,TALON,242.03
1586,2025-10-08 13:01:22.771155+05:00,LEVIATÁN,263.15
1587,2025-10-08 13:01:22.771594+05:00,Gen.G,226.88
1588,2025-10-08 13:01:22.772010+05:00,FUT Esports,262.54
1589,2025-10-08 13:01:22.772404+05:00,EDward Gaming,146.11
1590,2025-10-08 13:01:22.772758+05:00,FunPlus Phoenix,179.26
1591,2025-10-08 13:01:22.773139+05:00,Trace Esports,146.12
1592,2025-10-08 13:01:22.773446+05:00,G2 Esports,197.63
1593,2025-10-08 13:01:22.773724+05:00,Paper Rex,196.41
1594,2025-10-08 13:01:22.774066+05:00,KRÜ Esports,213.20
1595,2025-10-08 13:01:22.774467+05:00,FNATIC,259.57
1596,2025-10-08 13:01:22.774810+05:00,DRX,183.12
1597,2025-10-08 13:01:22.775132+05:00,Team Heretics,173.43
1598,2025-10-08 13:01:22.775420+05:00,Team Vitality,154.63
1599,2025-10-08 13:01:22.775710+05:00,Sentinels,195.07
1600,2025-10-08 13:01:22.775983+05:00,Bilibili Gaming,244.55
1601,2025-10-08 13:01:32.780405+05:00,TALON,232.65
1602,2025-10-08 13:01:32.780941+05:00,LEVIATÁN,260.69
1603,2025-10-08 13:01:32.781382+05:00,Gen.G,233.56
1604,2025-10-08 13:01:32.781695+05:00,FUT Esports,256.21
1605,2025-10-08 13:01:32.782184+05:00,EDward Gaming,146.43
1606,2025-10-08 13:01:32.782561+05:00,FunPlus Phoenix,188.82
1607,2025-10-08 13:01:32.782912+05:00,Trace Esports,147.82
1608,2025-10-08 13:01:32.783227+05:00,G2 Esports,198.50
1609,2025-10-08 13:01:32.783514+05:00,Paper Rex,199.89
1610,2025-10-08 13:01:32.783793+05:00,KRÜ Esports,222.92
1611,2025-10-08 13:01:32.784090+05:00,FNATIC,265.19
1612,2025-10-08 13:01:32.784402+05:00,DRX,188.96
1613,2025-10-08 13:01:32.784692+05:00,Team Heretics,181.78
1614,2025-10-08 13:01:32.784973+05:00,Team Vitality,158.37
1615,2025-10-08 13:01:32.785266+05:00,Sentinels,193.44
1616,2025-10-08 13:01:32.785566+05:00,Bilibili Gaming,237.39
1617,2025-10-08 13:01:42.795002+05:00,TALON,227.96
1618,2025-10-08 13:01:42.795463+05:00,LEVIATÁN,258.65
1619,2025-10-08 13:01:42.795751+05:00,Gen.G,241.42
1620,2025-10-08 13:01:42.796007+05:00,FUT Esports,248.88
1621,2025-10-08 13:01:42.796253+05:00,EDward Gaming,156.41
1622,2025-10-08 13:01:42.796503+05:00,FunPlus Phoenix,198.41
1623,2025-10-08 13:01:42.796750+05:00,Trace Esports,151.43
1624,2025-10-08 13:01:42.796993+05:00,G2 Esports,188.63
1625,2025-10-08 13:01:42.797221+05:00,Paper Rex,196.73
1626,2025-10-08 13:01:42.797459+05:00,KRÜ Esports,225.13
1627,2025-10-08 13:01:42.797692+05:00,FNATIC,255.83
1628,2025-10-08 13:01:42.797936+05:00,DRX,183.93
1629,2025-10-08 13:01:42.798196+05:00,Team Heretics,191.49
1630,2025-10-08 13:01:42.798452+05:00,Team Vitality,163.46
1631,2025-10-08 13:01:42.798726+05:00,Sentinels,202.58
1632,2025-10-08 13:01:42.798968+05:00,Bilibili Gaming,229.18
1633,2025-10-08 13:01:52.807427+05:00,TALON,226.84
1634,2025-10-08 13:01:52.809541+05:00,LEVIATÁN,263.70
1635,2025-10-08 13:01:52.809981+05:00,Gen.G,241.79
1636,2025-10-08 13:01:52.810416+05:00,FUT Esports,244.60
1637,2025-10-08 13:01:52.810778+05:00,EDward Gaming,164.96
1638,2025-10-08 13:01:52.811062+05:00,FunPlus Phoenix,199.73
1639,2025-10-08 13:01:52.811342+05:00,Trace Esports,151.33
1640,2025-10-08 13:01:52.811638+05:00,G2 Esports,192.46
1641,2025-10-08 13:01:52.811986+05:00,Paper Rex,199.79
1642,2025-10-08 13:01:52.812272+05:00,KRÜ Esports,222.07
1643,2025-10-08 13:01:52.812551+05:00,FNATIC,258.44
1644,2025-10-08 13:01:52.812868+05:00,DRX,190.36
1645,2025-10-08 13:01:52.813187+05:00,Team Heretics,197.56
1646,2025-10-08 13:01:52.813469+05:00,Team Vitality,156.00
1647,2025-10-08 13:01:52.813747+05:00,Sentinels,199.49
1648,2025-10-08 13:01:52.814041+05:00,Bilibili Gaming,228.37
1649,2025-10-08 13:02:02.818007+05:00,TALON,218.18
1650,2025-10-08 13:02:02.819015+05:00,LEVIATÁN,265.21
1651,2025-10-08 13:02:02.819349+05:00,Gen.G,249.69
1652,2025-10-08 13:02:02.819639+05:00,FUT Esports,248.04
1653,2025-10-08 13:02:02.819943+05:00,EDward Gaming,173.95
1654,2025-10-08 13:02:02.820274+05:00,FunPlus Phoenix,203.25
1655,2025-10-08 13:02:02.820558+05:00,Trace Esports,150.59
1656,2025-10-08 13:02:02.820838+05:00,G2 Esports,201.05
1657,2025-10-08 13:02:02.821118+05:00,Paper Rex,190.20
1658,2025-10-08 13:02:02.821425+05:00,KRÜ Esports,222.08
1659,2025-10-08 13:02:02.821705+05:00,FNATIC,254.56
1660,2025-10-08 13:02:02.821987+05:00,DRX,180.52
1661,2025-10-08 13:02:02.822266+05:00,Team Heretics,195.72
1662,2025-10-08 13:02:02.822551+05:00,Team Vitality,149.92
1663,2025-10-08 13:02:02.822830+05:00,Sentinels,195.50
1664,2025-10-08 13:02:02.823109+05:00,Bilibili Gaming,226.77
